Q1,Q2,Q3,Q4,Q6,Q24
38,Man,Philippines,Bachelor’s degree,20,21486
61,Man,Germany,Master’s degree,27,234587
56,Man,Netherlands,Master’s degree,25,79564
42,Man,South Africa,Some college/university study without earning a bachelor’s degree,28,34293
33,Man,Japan,Master’s degree,4,75547
29,Man,India,Bachelor’s degree,0,271
35,Man,Germany,Master’s degree,18,62816
30,Man,Turkey,Doctoral degree,0.8769979667408331,3684
37,Man,United States of America,Doctoral degree,18,192632
50,Man,India,Master’s degree,21,55843
22,Man,India,Bachelor’s degree,0.08778038053829162,9297
39,Man,Thailand,Doctoral degree,1,187150
23,Man,Egypt,Master’s degree,5,10783
27,Man,Tunisia,Master’s degree,5,887
35,Man,France,Doctoral degree,17,1271
58,Man,France,Master’s degree,14,88977
29,Man,Morocco,Doctoral degree,6,1878
55,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,23,177558
33,Man,Greece,Bachelor’s degree,3,57913
26,Woman,South Africa,Master’s degree,8,20644
22,Man,Nigeria,Professional degree,1,129
23,Man,Bangladesh,Bachelor’s degree,3,2245
26,Man,Taiwan,Master’s degree,3,922
24,Man,India,Master’s degree,0.10176921073198542,241751
40,Man,France,Doctoral degree,4,55270
22,Man,France,Master’s degree,3,43638
40,Man,United States of America,Master’s degree,30,238492
44,Man,Greece,Master’s degree,25,16361
29,Man,Greece,Master’s degree,1,757
43,Man,Switzerland,Master’s degree,22,150757
24,Man,India,Master’s degree,0,226943
23,Man,Republic of Korea,Some college/university study without earning a bachelor’s degree,5,23705
51,Man,Portugal,Master’s degree,20,28519
27,Man,Australia,Master’s degree,3,23360
26,Man,United States of America,Master’s degree,4,107310
50,Man,Brazil,Bachelor’s degree,1,1132
29,Woman,Germany,Master’s degree,3,52276
19,Man,India,Bachelor’s degree,2,757
32,Man,Belarus,Bachelor’s degree,12,43534
28,Woman,Tunisia,Master’s degree,2,30488
21,Man,India,Bachelor’s degree,1,5126
37,Man,France,Doctoral degree,15,67925
25,Man,India,Bachelor’s degree,1,6357
47,Woman,Indonesia,Doctoral degree,11,30
42,Man,Switzerland,Master’s degree,21,146338
25,Man,Egypt,Bachelor’s degree,2,8873
40,Man,Nigeria,Bachelor’s degree,0,1012
23,Woman,United States of America,Master’s degree,0,417
35,Man,Malaysia,Bachelor’s degree,17,29961
24,Man,Ghana,Bachelor’s degree,3,533416
46,Man,Belarus,Bachelor’s degree,18,12061
41,Man,United States of America,Master’s degree,7,175391
49,Man,Italy,Doctoral degree,29,40340
22,Man,India,Bachelor’s degree,2,19912
22,Woman,India,Bachelor’s degree,4,11150
39,Man,Germany,Master’s degree,6,107452
31,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,3,391
21,Man,India,Bachelor’s degree,0,191
26,Man,China,Master’s degree,5,10864
55,Man,United States of America,Master’s degree,21,85142
28,Woman,Japan,Bachelor’s degree,0.5622115503855116,3381
71,Man,United States of America,Master’s degree,20,154478
42,Man,Canada,Master’s degree,21,95168
52,Man,Brazil,Master’s degree,22,22357
41,Woman,South Korea,Master’s degree,0.18363993593781403,306
40,Man,Turkey,Master’s degree,24,22878
27,Man,Portugal,Master’s degree,4,55546
30,Woman,India,Bachelor’s degree,0,14322
44,Man,Spain,Master’s degree,0,79
23,Man,India,Master’s degree,0.3566644269887327,76
33,Man,France,Doctoral degree,20,76313
30,Man,France,Master’s degree,4,50721
37,Man,Japan,Master’s degree,10,130440
29,Man,Japan,Master’s degree,8,55220
35,Man,United States of America,Doctoral degree,20,168221
21,Man,India,Master’s degree,2,8208
51,Man,Indonesia,Doctoral degree,1,648
30,Man,India,Doctoral degree,8,84
22,Man,India,Bachelor’s degree,4,2347
46,Man,Mexico,Bachelor’s degree,19,74437
49,Man,United Kingdom of Great Britain and Northern Ireland,No formal education past high school,1,44914
44,Man,United States of America,Master’s degree,13,152570
69,Man,India,Professional degree,27,18879
30,Man,United States of America,Master’s degree,10,127170
30,Man,Russia,Master’s degree,5,23305
28,Man,India,Bachelor’s degree,7,10416
33,Woman,Poland,Master’s degree,2,30630
27,Man,India,Professional degree,2,478
23,Man,India,Doctoral degree,2,3325
39,Man,"Iran, Islamic Republic of...",Master’s degree,5,44
26,Man,Japan,Bachelor’s degree,9,584
22,Man,United States of America,Bachelor’s degree,4,88104
32,Man,"Iran, Islamic Republic of...",Master’s degree,1,861
23,Man,Viet Nam,Bachelor’s degree,0.7678574958345376,55
29,Woman,United States of America,Master’s degree,4,82247
44,Man,Australia,Master’s degree,1,73376
32,Woman,India,Master’s degree,0.4602650440495498,24245
26,Man,United States of America,Bachelor’s degree,1,128670
63,Man,United States of America,Doctoral degree,11,76577
53,Man,India,Doctoral degree,12,71662
32,Man,Russia,Some college/university study without earning a bachelor’s degree,16,7604
33,Man,India,Master’s degree,8,13005
48,Woman,France,Bachelor’s degree,0.6254415280171005,74146
55,Man,Italy,Master’s degree,15,57793
46,Man,Mexico,Master’s degree,0.7313118319854642,895
49,Man,Netherlands,Master’s degree,10,108040
48,Man,United States of America,Master’s degree,2,109412
33,Man,Thailand,Bachelor’s degree,0,15155
31,Man,India,Master’s degree,0.45953042688335966,42767
23,Man,India,Bachelor’s degree,4,985
44,Man,Netherlands,Bachelor’s degree,7,107386
27,Woman,Spain,Master’s degree,9,25842
41,Man,Spain,Master’s degree,5,73096
41,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,29,197860
27,Man,Japan,Master’s degree,5,719
33,Woman,Germany,Doctoral degree,6,16066
26,Man,United States of America,Bachelor’s degree,9,98855
31,Man,Japan,Master’s degree,2,6625
25,Man,China,Master’s degree,4,7337
19,Man,India,Bachelor’s degree,2,18141
47,Woman,Mexico,Master’s degree,26,16738
58,Man,Brazil,Doctoral degree,29,1501
46,Man,Spain,Master’s degree,1,1
47,Man,Sweden,Bachelor’s degree,26,47290
29,Man,Japan,Doctoral degree,2,77726
78,Man,United States of America,Master’s degree,27,206809
30,Man,Belarus,Bachelor’s degree,1,5630
33,Man,Japan,Master’s degree,4,2685
56,Man,Mexico,Master’s degree,23,274072
22,Man,India,Bachelor’s degree,0,3478
26,Man,Sweden,Master’s degree,2,37563
31,Man,United States of America,Bachelor’s degree,6,191125
29,Woman,South Korea,Doctoral degree,8,40454
55,Man,United States of America,Master’s degree,0.5071191695082243,52785
26,Man,Brazil,Bachelor’s degree,1,3770
35,Man,Germany,Master’s degree,30,101020
33,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,14,51135
25,Man,Brazil,Master’s degree,3,22484
41,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,0.9453019369567751,18635
67,Man,Russia,Master’s degree,29,7054
29,Man,Japan,Bachelor’s degree,1,39936
64,Man,United States of America,Bachelor’s degree,12,95141
41,Man,Japan,Some college/university study without earning a bachelor’s degree,11,729
58,Woman,Switzerland,Doctoral degree,0.8554660306166382,182879
37,Man,Brazil,Master’s degree,11,17480
36,Man,Australia,Bachelor’s degree,7,71456
26,Man,Nigeria,Bachelor’s degree,10,121
35,Man,Japan,Master’s degree,1,60635
28,Man,China,Master’s degree,10,35270
59,Man,Taiwan,Doctoral degree,14,3982
41,Man,Japan,Master’s degree,19,64521
25,Man,India,Bachelor’s degree,5,1181
44,Man,Spain,Doctoral degree,29,51172
26,Man,Canada,Master’s degree,6,134356
35,Man,United States of America,Master’s degree,9,154707
55,Man,Spain,Doctoral degree,2,60763
29,Man,India,Master’s degree,0.45035389302839146,408
48,Man,Poland,Master’s degree,0.5635053667892334,13583
36,Man,Brazil,Master’s degree,1,22263
36,Woman,Spain,Doctoral degree,10,24741
23,Man,India,Master’s degree,0.21722931877709106,3061
26,Man,Brazil,Master’s degree,4,71174
32,Man,India,Doctoral degree,4,630
31,Woman,Chile,Master’s degree,1,20452
32,Woman,Portugal,Master’s degree,0.7861357523204209,22648
45,Man,Italy,Doctoral degree,27,84774
36,Man,South Africa,Master’s degree,3,189057
24,Man,India,Master’s degree,3,4900
27,Man,United States of America,Bachelor’s degree,3,42920
52,Man,United States of America,Bachelor’s degree,5,298506
43,Man,United States of America,Master’s degree,11,232111
31,Man,United States of America,Doctoral degree,4,140321
31,Man,Bangladesh,Bachelor’s degree,6,411
50,Man,Russia,Master’s degree,26,331
19,Woman,India,Some college/university study without earning a bachelor’s degree,2,416
33,Man,Japan,Some college/university study without earning a bachelor’s degree,0.4501165245985206,76424
29,Man,India,Master’s degree,0,1824
39,Man,India,Master’s degree,0.5187371824216216,16483
23,Man,France,Master’s degree,9,511
31,Man,Ghana,Master’s degree,0.4782528268378369,2107
64,Man,Germany,Doctoral degree,26,60605
20,Man,India,Bachelor’s degree,3,19466
46,Man,Viet Nam,Master’s degree,2,10232
49,Woman,Canada,Bachelor’s degree,17,61744
30,Man,France,Master’s degree,1,32313
34,Man,Japan,Bachelor’s degree,5,57553
37,Man,United States of America,Bachelor’s degree,6,86290
32,Man,South Korea,Master’s degree,20,4104
33,Man,Peru,Professional degree,8,27220
35,Man,India,Bachelor’s degree,0,52292
22,Woman,India,Bachelor’s degree,4,6750
39,Man,Australia,Doctoral degree,14,123439
58,Man,Taiwan,Doctoral degree,3,59555
38,Man,India,Master’s degree,6,37749
24,Man,India,Master’s degree,0.4323782182063921,123132
33,Man,Chile,Master’s degree,4,3899
53,Man,Spain,Bachelor’s degree,0.22901354335717905,23334
25,Man,Portugal,Master’s degree,1,35848
32,Man,Italy,Doctoral degree,4,31986
25,Woman,India,Doctoral degree,5,5463
48,Man,Spain,Doctoral degree,30,27256
38,Woman,United States of America,Bachelor’s degree,5,127
24,Man,India,Bachelor’s degree,0.38426358920904624,4498
27,Man,France,Master’s degree,5,33986
22,Man,India,Bachelor’s degree,1,8620
29,Man,Malaysia,Bachelor’s degree,1,17264
30,Man,Pakistan,Bachelor’s degree,8,32781
21,Man,Ukraine,Bachelor’s degree,2,821
32,Man,United States of America,Bachelor’s degree,7,99804
22,Woman,India,Bachelor’s degree,4,6669
25,Man,India,Bachelor’s degree,1,2513
25,Man,India,Master’s degree,0.4526858981254206,11594
46,Man,Kenya,Bachelor’s degree,5,1896
46,Man,United States of America,Bachelor’s degree,0.19010035907393286,153736
33,Man,China,Master’s degree,0.7686880678057955,577160
37,Woman,Republic of Korea,Doctoral degree,15,11639
24,Man,Morocco,Master’s degree,5,384
43,Woman,United States of America,Master’s degree,0.4123799123900034,67765
33,Man,Nigeria,Bachelor’s degree,6,84290
22,Man,India,Master’s degree,1,6085
31,Man,India,Master’s degree,8,59957
37,Man,Turkey,Master’s degree,5,6045
34,Man,Colombia,Some college/university study without earning a bachelor’s degree,0,253
44,Man,Spain,Master’s degree,30,123043
36,Man,Peru,Doctoral degree,19,1123
35,Man,Argentina,Bachelor’s degree,4,10045
26,Man,China,Master’s degree,4,20617
22,Woman,India,Bachelor’s degree,0.38233504926353856,4498
22,Man,Turkey,Bachelor’s degree,2,320
32,Man,Italy,Master’s degree,9,39642
29,Man,Italy,Master’s degree,5,30905
36,Woman,Canada,Master’s degree,0,587
50,Man,United States of America,Doctoral degree,27,455
28,Man,South Korea,Some college/university study without earning a bachelor’s degree,2,27573
27,Man,Turkey,Master’s degree,4,824
24,Man,India,Master’s degree,0.031687480384752775,554
34,Man,Kenya,Master’s degree,0.5732075073942898,6071
25,Woman,Sri Lanka,Master’s degree,2,349
22,Man,India,Master’s degree,5,1172
43,Man,India,Doctoral degree,10,18696
38,Man,Argentina,Master’s degree,5,793
26,Woman,India,Bachelor’s degree,8,8421
28,Man,Poland,Master’s degree,1,30757
19,Man,Malaysia,Some college/university study without earning a bachelor’s degree,3,80915
29,Man,Russia,Doctoral degree,10,10563
32,Man,France,Doctoral degree,5,51180
28,Man,Brazil,Bachelor’s degree,1,4862
29,Man,Germany,Master’s degree,6,2279
45,Man,Israel,Some college/university study without earning a bachelor’s degree,26,128020
26,Woman,United States of America,Bachelor’s degree,5,174130
44,Man,Spain,Master’s degree,20,101009
37,Man,Japan,Doctoral degree,27,81387
37,Man,"Iran, Islamic Republic of...",Master’s degree,15,9751
27,Woman,India,Master’s degree,0,500
25,Man,Poland,Bachelor’s degree,0.3300950057855889,19167
28,Man,Brazil,Master’s degree,10,18805
40,Man,France,Doctoral degree,8,61864
44,Woman,United States of America,Master’s degree,9,184840
29,Man,India,Bachelor’s degree,6,54200
66,Man,United States of America,Doctoral degree,0,91369
26,Man,India,Bachelor’s degree,4,12539
24,Man,Pakistan,Master’s degree,4,7007
37,Man,Republic of Korea,Bachelor’s degree,8,6208
45,Man,Italy,Doctoral degree,14,46161
18,Man,India,Bachelor’s degree,1,4164
31,Man,United States of America,Doctoral degree,11,178749
47,Man,United States of America,Doctoral degree,9,78421
42,Man,Poland,Master’s degree,17,89832
35,Man,Argentina,Master’s degree,0.5725862577651387,1187
29,Woman,United States of America,Bachelor’s degree,2,74344
23,Man,India,Bachelor’s degree,5,858
34,Man,Russia,Doctoral degree,17,72695
40,Man,Brazil,Bachelor’s degree,5,2414
22,Man,Nigeria,Bachelor’s degree,0.11198675668757652,206
37,Man,India,Bachelor’s degree,19,41440
24,Man,Nigeria,Bachelor’s degree,2,58
29,Man,China,Master’s degree,3,28741
18,Woman,United States of America,Bachelor’s degree,2,213
44,Woman,Belgium,Master’s degree,0.8906598633231246,2789
26,Man,United States of America,Bachelor’s degree,4,65986
43,Man,Chile,Professional degree,17,31750
28,Man,Canada,Master’s degree,4,118515
22,Man,United States of America,Bachelor’s degree,8,80337
45,Man,Spain,Some college/university study without earning a bachelor’s degree,5,21609
37,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,0,200376
48,Man,United States of America,Master’s degree,29,181069
29,Woman,India,Master’s degree,3,249
29,Man,Portugal,Master’s degree,20,1368
21,Man,Bangladesh,Bachelor’s degree,5,1068
38,Woman,United States of America,Bachelor’s degree,2,737
27,Man,Japan,Master’s degree,4,4279
30,Man,United States of America,Master’s degree,5,135611
27,Man,Kenya,Bachelor’s degree,4,13535
27,Man,France,Master’s degree,6,61266
25,Man,Saudi Arabia,Master’s degree,0.9769333244734333,581
31,Woman,Singapore,Bachelor’s degree,10,40457
49,Man,India,Professional degree,9,39858
26,Woman,India,Bachelor’s degree,3,4749
53,Man,United States of America,Master’s degree,23,166132
32,Woman,Greece,Master’s degree,12,79234
30,Man,India,Master’s degree,1,5041
23,Woman,India,Master’s degree,3,7048
25,Woman,"Iran, Islamic Republic of...",Master’s degree,2,131
58,Man,United States of America,Master’s degree,3,74267
25,Man,Thailand,Bachelor’s degree,5,659
45,Woman,United States of America,Bachelor’s degree,21,59898
22,Man,India,Bachelor’s degree,2,4919
29,Man,India,Bachelor’s degree,5,141244
44,Man,Ghana,Master’s degree,16,3106
52,Man,Italy,Master’s degree,15,31287
41,Man,India,Doctoral degree,18,10849
30,Man,India,Master’s degree,18,21935
22,Man,United States of America,Master’s degree,5,12605
22,Man,United States of America,Bachelor’s degree,4,143228
18,Woman,China,Bachelor’s degree,2,48
48,Man,Australia,Master’s degree,11,109131
47,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,24,60761
28,Man,India,Bachelor’s degree,5,14106
48,Man,Israel,Doctoral degree,8,41691
29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,8,21942
29,Man,Nigeria,Master’s degree,0.20664363137963715,706
36,Man,United States of America,Master’s degree,7,85821
39,Man,Viet Nam,Master’s degree,4,247
47,Woman,United States of America,Master’s degree,0.8186929051981908,78126
27,Man,India,Master’s degree,2,205
47,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,1,39012
49,Man,Australia,Professional degree,0.4319512764074822,97711
65,Man,Chile,Bachelor’s degree,4,12264
37,Man,Nigeria,No formal education past high school,3,2118
31,Man,"Iran, Islamic Republic of...",Master’s degree,5,220
22,Man,Italy,Master’s degree,10,631
38,Man,Japan,Master’s degree,3,69128
39,Man,Australia,Bachelor’s degree,0.5834484384120502,45657
28,Man,India,Master’s degree,3,28458
46,Man,United States of America,Master’s degree,10,228314
41,Woman,Canada,Some college/university study without earning a bachelor’s degree,0,377
33,Woman,United States of America,Master’s degree,1,55381
49,Man,Japan,Bachelor’s degree,20,13743
25,Man,Russia,Master’s degree,6,70151
25,Man,Brazil,Bachelor’s degree,3,18758
43,Man,Australia,Bachelor’s degree,0.4726227421480603,83743
37,Woman,United States of America,Master’s degree,1,112964
33,Man,Greece,Doctoral degree,5,2731
62,Man,United States of America,Master’s degree,24,182301
27,Man,Russia,Master’s degree,8,6745
33,Man,Mexico,Some college/university study without earning a bachelor’s degree,2,4937
37,Man,Singapore,Doctoral degree,18,77237
29,Man,India,Bachelor’s degree,4,5407
34,Man,United States of America,Master’s degree,7,14883
41,Man,Chile,Professional degree,10,21546
38,Man,Colombia,Master’s degree,9,3492
36,Man,Egypt,Doctoral degree,6,4723
22,Woman,Japan,Professional degree,15,329322
23,Man,India,Some college/university study without earning a bachelor’s degree,1,416648
39,Man,Saudi Arabia,Doctoral degree,19,586
32,Man,Germany,Doctoral degree,0.9417073696904291,61642
39,Man,Ukraine,Bachelor’s degree,2,14189
22,Man,India,Bachelor’s degree,1,4115
29,Man,India,Master’s degree,5,5401
39,Man,United States of America,Master’s degree,7,186424
33,Man,India,Master’s degree,4,23291
38,Man,United States of America,Master’s degree,4,88702
35,Man,Russia,Doctoral degree,2,1913
44,Man,Sri Lanka,Doctoral degree,6,53746
36,Woman,Russia,Professional degree,0,339
37,Man,United States of America,Master’s degree,4,172278
30,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,7,61490
23,Man,India,Master’s degree,1,1750
62,Man,United States of America,Doctoral degree,25,239284
31,Man,Brazil,Master’s degree,2,15387
42,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2,180561
28,Man,China,Master’s degree,2,952
27,Man,Ukraine,Bachelor’s degree,0.627223838390887,762
69,Man,Spain,Doctoral degree,26,56327
43,Man,Romania,Master’s degree,20,29152
43,Woman,United States of America,Bachelor’s degree,9,105438
23,Man,India,Master’s degree,0.46157438260499384,558
47,Man,Russia,Some college/university study without earning a bachelor’s degree,26,26770
47,Man,Germany,Professional degree,27,159977
20,Man,Turkey,Bachelor’s degree,1,429
47,Man,Australia,Bachelor’s degree,24,284574
58,Man,Japan,Master’s degree,21,140905
20,Man,India,Bachelor’s degree,4,396
39,Man,Saudi Arabia,Master’s degree,5,60275
31,Man,India,Bachelor’s degree,4,18445
33,Woman,Germany,Master’s degree,0.5881589662599515,29608
42,Man,Spain,Master’s degree,28,45877
24,Woman,India,Master’s degree,2,8769
27,Woman,Portugal,Master’s degree,10,54608
35,Man,Brazil,Bachelor’s degree,8,14067
33,Man,United States of America,Master’s degree,5,163065
23,Man,India,Bachelor’s degree,0.05295444247678016,190
55,Woman,Spain,Doctoral degree,7,22244
57,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,21,50055
62,Man,United States of America,Doctoral degree,26,332465
28,Woman,India,Master’s degree,4,643
25,Man,Kenya,Bachelor’s degree,2,1204
23,Man,India,Bachelor’s degree,1,5418
36,Man,United States of America,Master’s degree,0,138898
65,Man,United States of America,Bachelor’s degree,29,168735
24,Man,China,Master’s degree,4,16373
57,Man,Brazil,Doctoral degree,23,4123
26,Woman,United States of America,Bachelor’s degree,3,117317
26,Man,India,Master’s degree,2,1586
56,Man,Japan,Bachelor’s degree,7,56274
35,Man,Russia,Master’s degree,20,114
22,Man,India,Bachelor’s degree,3,4145
44,Man,Spain,Master’s degree,29,100580
29,Man,Bangladesh,Bachelor’s degree,2,5767
31,Man,Nigeria,Bachelor’s degree,0.984220564756689,969
40,Man,India,Master’s degree,8,24629
33,Man,China,Master’s degree,7,43524
24,Man,India,Master’s degree,4,16281
28,Man,India,Master’s degree,4,22601
54,Man,Japan,Doctoral degree,0.7612227636100852,116997
22,Man,India,Bachelor’s degree,3,1398
22,Man,Pakistan,Master’s degree,0.7821857771592978,489
44,Man,Russia,Master’s degree,2,2
25,Man,Taiwan,Master’s degree,3,4478
49,Man,Taiwan,Master’s degree,8,53736
18,Man,India,Bachelor’s degree,0.5284077901368126,10789
32,Man,Brazil,Master’s degree,5,15431
25,Man,Japan,Bachelor’s degree,0.031223569548840424,47475
28,Man,United Arab Emirates,Master’s degree,4,523
59,Woman,Canada,Master’s degree,3,146470
26,Man,India,Bachelor’s degree,0.5479418800733994,3
46,Man,Singapore,Master’s degree,15,101771
20,Man,India,Master’s degree,2,5755
31,Man,Russia,Master’s degree,1,1349
28,Man,Thailand,Master’s degree,8,6327
70,Man,United States of America,Doctoral degree,25,160604
40,Man,Spain,Doctoral degree,9,51668
49,Man,Japan,Master’s degree,10,114367
35,Woman,United States of America,Doctoral degree,18,101355
26,Man,Russia,Bachelor’s degree,9,28555
56,Man,United States of America,Master’s degree,22,122685
22,Man,Russia,Master’s degree,2,529
34,Woman,United States of America,Master’s degree,3,122439
36,Man,France,Doctoral degree,12,49578
37,Man,India,Master’s degree,23,22633
51,Man,United Kingdom of Great Britain and Northern Ireland,Professional degree,22,249009
40,Woman,United States of America,Master’s degree,19,100171
26,Man,France,Doctoral degree,1,1030
23,Man,Singapore,Bachelor’s degree,3,9190
43,Man,Spain,Master’s degree,14,66216
24,Woman,Ghana,Bachelor’s degree,0.8968244181107057,3925
23,Man,France,Master’s degree,5,15343
22,Man,India,Bachelor’s degree,0.3936445918071986,3851
51,Man,Japan,Master’s degree,5,107295
67,Man,United States of America,Master’s degree,23,709
18,Woman,United States of America,Bachelor’s degree,3,87015
43,Woman,Chile,Bachelor’s degree,25,55790
33,Man,Germany,Master’s degree,3,71284
32,Man,Brazil,Master’s degree,0.5483161499062831,11761
28,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,1,55683
28,Man,Nigeria,Bachelor’s degree,0.4755340530916481,3365
31,Man,Australia,Master’s degree,1,88875
29,Man,Switzerland,Master’s degree,2,2394
26,Man,India,Master’s degree,3,49595
31,Man,Poland,Master’s degree,5,54105
52,Man,United States of America,Master’s degree,26,133584
34,Man,India,Master’s degree,6,5074
60,Man,Brazil,Doctoral degree,29,62107
38,Man,Italy,Master’s degree,8,122030
38,Man,South Korea,Master’s degree,1,20
19,Woman,India,Doctoral degree,4,568
29,Woman,Canada,Master’s degree,0.6137674055478979,43817
42,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5,53427
33,Woman,Thailand,Master’s degree,8,3158
29,Man,Bangladesh,Master’s degree,4,2594
31,Man,Russia,Master’s degree,5,21266
60,Man,Republic of Korea,Doctoral degree,4,117674
31,Woman,United States of America,Bachelor’s degree,3,109548
40,Man,United States of America,Master’s degree,5,123261
34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5,72212
55,Man,Canada,Master’s degree,20,100
35,Man,Japan,Master’s degree,2,37963
40,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5,19
24,Woman,Pakistan,Bachelor’s degree,4,30014
29,Man,Morocco,Master’s degree,5,15340
28,Woman,Thailand,Bachelor’s degree,4,23584
23,Man,India,Bachelor’s degree,5,25052
61,Man,United States of America,Bachelor’s degree,10,92909
20,Man,India,No formal education past high school,1,904
27,Man,India,Bachelor’s degree,1,1945
51,Man,India,Master’s degree,29,64912
41,Woman,United States of America,Master’s degree,10,81393
25,Man,India,Master’s degree,2,7028
36,Woman,Peru,Doctoral degree,1,8204
29,Man,"Iran, Islamic Republic of...",Master’s degree,2,940
32,Man,United States of America,Master’s degree,1,130215
27,Man,India,Bachelor’s degree,5,13212
42,Man,United States of America,Master’s degree,5,194151
34,Man,Argentina,Professional degree,0,17568
37,Man,Japan,No formal education past high school,18,80673
26,Woman,Indonesia,Doctoral degree,4,513
25,Man,Canada,Master’s degree,1,87639
26,Man,India,Master’s degree,10,19029
48,Woman,India,Doctoral degree,22,2739
46,Man,Thailand,Bachelor’s degree,12,3800
25,Man,India,Bachelor’s degree,0.027093667516900566,9369
22,Man,India,Bachelor’s degree,0.8361051045938198,8139
49,Man,Tunisia,Master’s degree,13,81072
24,Man,India,Master’s degree,2,9488
29,Woman,United States of America,Doctoral degree,6,19950
52,Man,Argentina,Bachelor’s degree,4,12187
34,Man,Kenya,Bachelor’s degree,0.9589653838645861,4311
47,Man,Viet Nam,Bachelor’s degree,2,54316
48,Man,United States of America,Master’s degree,28,124711
23,Man,India,Bachelor’s degree,5,2922
31,Man,Japan,Master’s degree,19,52998
23,Man,Canada,Bachelor’s degree,1,33914
42,Man,Russia,Master’s degree,19,11269
48,Man,United States of America,Master’s degree,2,844
50,Man,India,Bachelor’s degree,1,9228
25,Man,Nigeria,Bachelor’s degree,0,4333
33,Woman,India,Bachelor’s degree,0,699
39,Man,India,Master’s degree,18,1138
23,Man,Tunisia,Master’s degree,2,547
34,Man,Romania,Master’s degree,12,1128
28,Man,India,Master’s degree,1,5712
24,Man,India,Bachelor’s degree,2,20336
32,Woman,Portugal,Doctoral degree,9,1066
29,Woman,India,Master’s degree,1,4097
45,Man,Japan,Bachelor’s degree,4,109662
30,Man,United States of America,Master’s degree,3,124607
42,Woman,United States of America,Master’s degree,13,155202
24,Woman,United States of America,Master’s degree,4,44843
26,Man,India,Bachelor’s degree,3,19654
32,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,5,13488
28,Man,Mexico,Master’s degree,2,9141
18,Man,India,Bachelor’s degree,3,13810
60,Man,Indonesia,Professional degree,0.5497679952639903,2435
46,Man,Netherlands,Master’s degree,0.48308812066992957,197356
26,Man,Netherlands,Master’s degree,7,53744
60,Man,Italy,Bachelor’s degree,24,19458
35,Man,Chile,Professional degree,0.9485987098027837,83387
33,Man,India,Master’s degree,8,4380
37,Man,Russia,Bachelor’s degree,11,23196
33,Man,Sri Lanka,Master’s degree,7,20621
31,Man,Belarus,Bachelor’s degree,0,364
46,Man,India,Master’s degree,4,49101
24,Man,United States of America,Master’s degree,4,52
45,Man,Spain,Master’s degree,1,23114
27,Man,Mexico,Professional degree,15,152
48,Man,India,Master’s degree,20,25121
44,Man,Canada,Master’s degree,29,109933
19,Man,Viet Nam,Bachelor’s degree,1,450
49,Man,Germany,Master’s degree,0.9270646219956631,595
50,Man,Netherlands,Master’s degree,16,83363
43,Man,United States of America,Master’s degree,9,160925
33,Man,Germany,Doctoral degree,10,112942
32,Man,United States of America,Master’s degree,4,108607
32,Man,Netherlands,Master’s degree,12,65678
34,Man,United States of America,Master’s degree,5,73968
38,Man,"Iran, Islamic Republic of...",Bachelor’s degree,4,1654
25,Man,Japan,Master’s degree,6,4556
29,Woman,India,Bachelor’s degree,0.9792293106764928,8045
28,Man,India,Master’s degree,3,1900
53,Man,Nigeria,Master’s degree,3,2074
28,Man,Spain,Bachelor’s degree,1,8736
41,Woman,United States of America,Doctoral degree,14,186748
40,Man,Brazil,Some college/university study without earning a bachelor’s degree,0,108
48,Man,Saudi Arabia,Bachelor’s degree,10,175520
33,Man,India,Master’s degree,0.03348439653209068,3768
28,Man,India,Master’s degree,0.49320431443901014,9542
41,Man,Thailand,Master’s degree,24,6926
38,Man,India,Master’s degree,11,143342
34,Man,Nigeria,Professional degree,2,6458
26,Man,Nigeria,Master’s degree,0.31365537095597473,2414
61,Man,United States of America,Bachelor’s degree,3,204277
40,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,11,46286
28,Man,Brazil,Master’s degree,8,1043
31,Woman,India,Master’s degree,2,12063
25,Woman,United States of America,Bachelor’s degree,1,34813
42,Man,Spain,Bachelor’s degree,14,45590
39,Man,South Korea,Some college/university study without earning a bachelor’s degree,4,37257
56,Man,Germany,Doctoral degree,23,168910
42,Woman,Romania,Bachelor’s degree,0,1063
18,Woman,India,Some college/university study without earning a bachelor’s degree,1,21465
29,Man,India,Master’s degree,1,13258
34,Man,China,Bachelor’s degree,1,7611
